prioridad_rank,filas_afectadas_total,filas_vegetativa,filas_pesos,modulo_raw,turno_raw,valvula_raw,cama_raw,modulo_normalizado,id_geografia_base,id_cama,estados_detectados,detalle_resolucion,archivos_fuente,fecha_ultima_aparicion
1,202,149,53,11,05,19,1,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
2,138,80,58,12,17,59,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
3,82,41,41,14,07,25,1,14,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
4,69,49,20,10,20,58,0,10,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
5,67,49,18,10,20,59,0,10,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
6,62,33,29,12,16,56,54,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
7,59,34,25,12,18,61,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
8,59,31,28,12,09,31,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
9,58,31,27,12,16,54,46,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
10,57,32,25,12,10,35,45,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
11,56,49,7,10,20,60,0,10,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
12,56,34,22,11,14,51,7,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
13,56,31,25,12,15,50,46,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
14,54,33,21,05,03,7,1,05,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
15,53,30,23,09,10,27,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
16,53,29,24,09,03,7,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
17,53,29,24,09,11,30,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
18,53,28,25,09,14,41,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
19,52,28,24,09,02,4,1,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
20,52,28,24,09,05,13,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
21,51,33,18,11,14,37,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
22,51,29,22,09,07,19,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
23,51,28,23,09,06,16,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
24,50,29,21,09,04,10,10,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
25,50,29,21,09,09,24,0,09,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
26,49,32,17,12,11,37,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
27,48,36,12,11,21,88,15,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
28,48,34,14,11,15,62,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
29,48,32,16,12,18,63,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
30,47,35,12,11,16,84,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
31,47,35,12,11,17,41,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
32,47,35,12,11,20,67,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
33,47,34,13,05,04,2,47,05,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
34,47,34,13,11,19,43,7,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
35,47,32,15,11,13,105,7,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
36,47,31,16,12,10,34,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
37,47,31,16,12,14,47,46,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
38,46,35,11,11,15,61,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
39,46,35,11,12,19,67,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
40,46,34,12,12,20,70,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
41,46,33,13,11,14,38,15,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
42,46,32,14,12,01,1,14,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
43,46,31,15,12,02,2,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
44,46,31,15,12,03,5,46,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
45,46,31,15,12,07,22,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
46,46,31,15,12,08,26,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
47,46,31,15,12,17,58,45,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
48,45,36,9,11,16,83,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
49,45,35,10,11,21,103,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
50,45,34,11,11,14,39,22,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
51,45,32,13,12,06,18,54,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
52,45,31,14,12,01,10,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
53,45,30,15,12,06,17,46,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
54,44,35,9,11,22,58,15,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
55,44,34,10,11,23,71,15,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
56,44,32,12,12,09,32,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
57,44,32,12,12,10,33,14,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
58,44,31,13,12,02,3,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
59,44,31,13,12,05,15,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
60,44,31,13,12,12,41,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
61,43,35,8,11,24,102,15,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
62,43,34,9,11,17,40,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
63,43,34,9,11,21,89,22,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
64,43,33,10,11,13,36,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
65,43,32,11,12,07,21,14,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
66,43,32,11,12,09,29,54,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
67,43,31,12,12,04,11,22,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
68,43,31,12,12,13,44,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
69,43,31,12,12,14,48,15,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
70,42,37,5,11,24,90,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
71,42,35,7,11,18,63,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
72,42,35,7,11,24,104,7,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
73,42,33,9,11,20,68,7,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
74,42,33,9,11,22,46,7,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
75,42,32,10,12,11,36,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
76,41,35,6,11,18,76,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
77,41,35,6,12,19,66,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
78,41,35,6,12,20,69,11,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
79,41,34,7,11,17,42,7,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
80,41,33,8,11,22,47,10,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
81,41,33,8,11,23,70,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
82,41,31,10,12,03,6,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
83,41,31,10,12,12,39,54,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
84,41,30,11,12,05,16,0,12,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
85,40,36,4,11,20,77,0,11,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
86,40,35,5,02,02,7,0,02,,,PENDIENTE_GEOGRAFIA_BASE_NO_EXISTE,La geografia base no existe en Silver.Dim_Geografia_Base.,Evaluación Vegetativa.xlsx | Reporte_evaluacion_peso.xlsx,2026-03-24 12:09:42.097963
